,Date,Open,Close,High,Low,Volume
264,2011-03-16,48.8571,47.1443,49.0,46.6086,287646046
265,2011-03-17,48.1186,47.8057,48.5157,47.2371,164523359
266,2011-03-18,48.1614,47.2386,48.3143,47.1428,188150886
267,2011-03-21,47.9986,48.4714,48.5343,47.8943,103178211
268,2011-03-22,48.9371,48.7428,48.9457,48.4486,81435364
269,2011-03-23,48.4686,48.4557,48.6028,47.9928,93078328
270,2011-03-24,48.8357,49.2814,49.4286,48.4086,100635740
271,2011-03-25,49.7243,50.22,50.2943,49.5743,111997444
272,2011-03-28,50.45,50.0628,50.6171,50.0628,77053503
273,2011-03-29,49.6657,50.1371,50.1371,49.4371,88011586
274,2011-03-30,50.0914,49.8043,50.1257,49.6343,82147055
275,2011-03-31,49.48,49.7868,49.9714,49.4371,68453161
276,2011-04-01,50.1586,49.2228,50.2267,49.0428,104496031
277,2011-04-04,49.1871,48.7414,49.2286,48.3428,114751314
278,2011-04-05,48.1414,48.4128,48.8928,48.0,120651896
279,2011-04-06,48.7457,48.2914,49.1286,48.1628,100460810
280,2011-04-07,48.3,48.2971,48.6328,48.0043,93268378
281,2011-04-08,48.56,47.8657,48.5928,47.7071,94195248
282,2011-04-11,47.7228,47.2571,47.9528,47.1457,99679750
283,2011-04-12,47.2128,47.4857,47.6757,47.1714,106196122
284,2011-04-13,47.86,48.0186,48.02,47.5028,86483416
285,2011-04-14,47.8286,47.4886,48.0,47.4371,75357053
286,2011-04-15,47.6143,46.78,47.6628,46.6857,113325554
287,2011-04-18,46.5857,47.4071,47.4614,45.7371,152935766
288,2011-04-19,47.5857,48.2657,48.2828,47.3871,104574571
289,2011-04-20,49.0728,48.9157,49.3928,48.7857,165860990
290,2011-04-21,50.7143,50.0994,50.7328,49.7886,188240276
291,2011-04-25,50.0486,50.4298,50.5357,50.0428,66418687
292,2011-04-26,50.5171,50.06,50.7128,49.9071,84367665
293,2011-04-27,50.32,50.0214,50.3357,49.5857,88778857
294,2011-04-28,49.4557,49.5357,49.9643,49.36,89955627
295,2011-04-29,49.54,50.0186,50.5643,49.5237,208434163
296,2011-05-02,49.9628,49.4686,50.067,49.3571,110396403
297,2011-05-03,49.7128,49.7428,49.9843,49.3743,78201993
298,2011-05-04,49.7514,49.9386,50.2614,49.5543,97622099
299,2011-05-05,49.7714,49.5357,50.1357,49.4357,83850155
300,2011-05-06,49.9557,49.5228,50.0,49.4586,69991117
301,2011-05-09,49.6943,49.6571,49.8857,49.5039,51143653
302,2011-05-10,49.8414,49.9214,49.9557,49.5228,71227611
303,2011-05-11,49.86,49.6043,50.0,49.32,83509605
304,2011-05-12,49.4457,49.51,49.5886,48.8957,79915454
305,2011-05-13,49.38,48.6428,49.4643,48.6214,81443694
306,2011-05-16,48.4571,47.6143,48.7457,47.5143,112334984
307,2011-05-17,47.4286,48.02,48.02,47.2471,113030224
308,2011-05-18,48.0671,48.5528,48.7214,48.0,83511355
309,2011-05-19,48.8686,48.6471,48.9163,48.3814,65148271
310,2011-05-20,48.5086,47.8886,48.7071,47.86,84476515
311,2011-05-23,47.1386,47.7714,47.9971,47.06,95541069
312,2011-05-24,47.9286,47.4557,47.9856,47.3343,80444934
313,2011-05-25,47.6328,48.1114,48.3657,47.55,73437442
314,2011-05-26,47.9957,47.8571,48.1271,47.7764,55623739
315,2011-05-27,47.8286,48.2014,48.2328,47.7586,50882462
316,2011-05-31,48.7286,49.69,49.69,48.7143,104084431
317,2011-06-01,49.8386,49.3586,50.3046,49.2357,138299601
318,2011-06-02,49.5,49.4431,49.7114,49.1857,84669645
319,2011-06-03,49.0257,49.0628,49.3328,48.8586,77951813
320,2011-06-06,49.3857,48.2914,49.5786,48.2586,115190075
321,2011-06-07,48.31,47.4343,48.3171,47.4143,132345680
322,2011-06-08,47.3971,47.4628,47.8286,47.2357,83311015
323,2011-06-09,47.6071,47.3557,47.6671,47.25,68737284
324,2011-06-10,47.2214,46.5571,47.38,46.5014,108450403
325,2011-06-13,46.7428,46.6571,46.9014,46.4386,82344175
326,2011-06-14,47.1428,47.4914,47.6071,47.0443,83499035
327,2011-06-15,47.1071,46.6786,47.1857,46.4114,98960500
328,2011-06-16,46.7,46.4514,46.9544,45.4757,126824918
329,2011-06-17,46.9986,45.7514,47.0357,45.6228,153715076
330,2011-06-20,45.3364,45.0457,45.3857,44.3571,159899088
331,2011-06-21,45.24,46.4714,46.5428,45.0286,123112957
332,2011-06-22,46.4514,46.0871,46.9857,46.0543,97468589
333,2011-06-23,45.5628,47.3186,47.3843,45.4457,139572412
334,2011-06-24,47.3386,46.6214,47.5928,46.4414,109887573
335,2011-06-27,46.7986,47.4343,47.7,46.75,84812375
336,2011-06-28,47.6643,47.8943,48.1,47.6343,73368002
337,2011-06-29,48.0057,47.72,48.0528,47.4114,88123516
338,2011-06-30,47.8143,47.9528,48.0186,47.5486,80686784
339,2011-07-01,47.9928,49.0371,49.0714,47.7428,109926493
340,2011-07-05,49.0,49.9186,49.9757,48.9286,88675467
341,2011-07-06,49.85,50.2514,50.5857,49.53,110994483
342,2011-07-07,50.6671,51.0286,51.1428,50.5714,99596520
343,2011-07-08,50.4771,51.3871,51.4286,50.3143,122332877
344,2011-07-11,50.9057,50.5714,51.3957,50.4028,110366513
345,2011-07-12,50.5043,50.5357,51.0971,49.8028,112716764
346,2011-07-13,51.19,51.1457,51.4286,50.9114,97557419
347,2011-07-14,51.5728,51.11,51.6586,50.9057,107130272
348,2011-07-15,51.5957,52.1314,52.1428,51.31,120737646
349,2011-07-18,52.2043,53.4,53.5214,52.1828,142687483
350,2011-07-19,54.0,53.8357,54.0928,53.3314,198837160
351,2011-07-20,56.5886,55.2714,56.61,55.1428,234799250
352,2011-07-21,55.2786,55.3271,55.7228,54.8428,131469069
353,2011-07-22,55.4743,56.1857,56.4357,55.3928,128609149
354,2011-07-25,55.7643,56.9286,57.1428,55.66,147129404
355,2011-07-26,57.1428,57.63,57.7857,57.0971,118968676
356,2011-07-27,57.2271,56.0843,57.52,56.0214,164365019
357,2011-07-28,55.9457,55.9743,56.7128,55.4471,148241774
358,2011-07-29,55.3771,55.7828,56.45,54.8571,157856347
359,2011-08-01,56.8257,56.6786,57.0714,56.0528,152529696
360,2011-08-02,56.8071,55.5586,56.8428,55.4786,159570018
361,2011-08-03,55.8543,56.0814,56.2214,54.6057,184655855
362,2011-08-04,55.63,53.91,55.9028,53.9071,217337675
363,2011-08-05,54.3486,53.3743,54.7857,51.7957,300872480
364,2011-08-08,51.67,50.4586,52.5386,50.4314,284991925
365,2011-08-09,51.6143,53.43,53.5157,50.7143,270036491
366,2011-08-10,53.0214,51.9557,53.5214,51.7857,219333726
367,2011-08-11,52.9314,53.3857,53.6357,52.1028,185283336
368,2011-08-12,54.01,53.8557,54.2343,53.4614,132123640
369,2011-08-15,54.2328,54.7728,54.9957,54.0128,114931004
370,2011-08-16,54.5028,54.3543,54.7671,53.7228,124617257
371,2011-08-17,54.6157,54.3486,54.9314,54.0,110099393
372,2011-08-18,52.9771,52.2928,53.2357,51.6243,212521674
373,2011-08-19,51.7386,50.8614,52.4286,50.8571,193669478
374,2011-08-22,52.0728,50.92,52.1257,50.7271,133633050
375,2011-08-23,51.4714,53.3714,53.3771,51.0,163954819
376,2011-08-24,53.3528,53.74,54.1371,52.9428,146323144
377,2011-08-25,52.1543,53.3886,53.6357,52.1428,217625305
378,2011-08-26,53.0243,54.7971,54.8286,52.9715,160158018
379,2011-08-29,55.4543,55.71,55.9286,55.4286,101134490
380,2011-08-30,55.4643,55.7128,55.9771,55.1728,104308921
381,2011-08-31,55.7957,54.9757,56.0114,54.5514,130506429
382,2011-09-01,55.1171,54.4328,55.3343,54.3886,85770886
383,2011-09-02,53.5343,53.4357,54.0,53.1186,109691503
384,2011-09-06,52.4814,54.2486,54.3328,52.3543,127132428
385,2011-09-07,55.08,54.8471,55.0857,54.5714,87373746
386,2011-09-08,54.6286,54.8771,55.5157,54.6157,103837961
387,2011-09-09,54.8471,53.9257,55.1428,53.5743,141166172
388,2011-09-12,53.2857,54.2771,54.4114,53.1286,116765635
389,2011-09-13,54.5914,54.9457,55.1728,54.3214,110052633
390,2011-09-14,55.2886,55.6143,56.03,55.1086,133540370
391,2011-09-15,55.9186,56.1371,56.2371,55.7,103610951
392,2011-09-16,56.5057,57.2143,57.2147,56.4328,173859192
393,2011-09-19,56.7143,58.8043,59.0328,56.4578,205318042
394,2011-09-20,59.3214,59.0643,60.4086,58.7414,193493638
395,2011-09-21,59.9486,58.8771,60.2271,58.8571,150996555
396,2011-09-22,57.29,57.4028,58.5457,56.6714,241788403
397,2011-09-23,57.1828,57.7571,58.1057,57.1214,136487861
398,2011-09-26,57.1228,57.5957,57.7114,55.9,203032191
399,2011-09-27,58.39,57.0371,58.4643,56.8657,157716487
400,2011-09-28,57.17,56.7157,57.6771,56.6443,107310242
401,2011-09-29,57.4171,55.7957,57.4586,55.1728,162647149
402,2011-09-30,55.3028,54.4743,55.5557,54.4543,136874891
403,2011-10-03,54.3386,53.5143,54.6628,53.3101,166972660
404,2011-10-04,53.51,53.2143,54.5428,50.6057,308080802
405,2011-10-05,52.5514,54.0357,54.26,51.4714,196160359
406,2011-10-06,53.3328,53.91,54.9686,53.1149,202875671
407,2011-10-07,53.6828,52.8286,53.9628,52.6413,133849140
408,2011-10-10,54.1557,55.5443,55.5443,54.03,110141043
409,2011-10-11,56.0814,57.1843,57.5971,55.9286,151188005
410,2011-10-12,58.1914,57.4557,58.4643,57.1628,155337537
411,2011-10-13,57.8543,58.3471,58.3471,57.55,105774372
412,2011-10-14,59.5471,60.2857,60.2857,59.3243,142922473
413,2011-10-17,60.2486,59.9986,60.9571,59.42,171172941
414,2011-10-18,60.2514,60.32,60.6867,59.4271,213231124
415,2011-10-19,57.3357,56.9457,58.3456,56.8286,275674643
416,2011-10-20,57.1428,56.4728,57.1928,56.3157,137224191
417,2011-10-21,56.8714,56.1243,57.02,55.8214,154943506
418,2011-10-24,56.5971,57.9671,58.0714,56.4857,125430938
419,2011-10-25,57.8614,56.8243,58.0786,56.7686,107432952
420,2011-10-26,57.3943,57.2286,57.5071,56.1644,113884784
421,2011-10-27,58.2228,57.8128,58.4286,57.4128,123496347
422,2011-10-28,57.5714,57.85,58.05,57.5014,80540134
423,2011-10-31,57.4886,57.8257,58.4757,57.2928,96335779
424,2011-11-01,56.7728,56.6443,57.0714,56.1743,132769740
425,2011-11-02,57.1557,56.7728,57.2057,56.4443,81719705
426,2011-11-03,57.01,57.5814,57.6286,56.48,110279293
427,2011-11-04,57.4328,57.1771,57.6343,57.0228,75324993
428,2011-11-07,57.13,57.1043,57.1428,56.59,67411392
429,2011-11-08,57.4586,58.0328,58.2857,57.3657,99898290
